data sizing,model sizing,5,16,27,38,49,60,71,82,93,104,115,126,137,148,159,170,181,192,203,214
TRIGO,TRIGO,0.007088670563362766,0.016167143390125607,0.037681880363138916,0.11926377316254197,0.30332048252704885,0.45143638850889195,0.5805248103469718,0.6597438129585872,0.7239149359532396,0.760477552543216,0.785598806118642,0.8056211913941053,0.8231563238403183,0.8333540604402437,0.8446710608133317,0.8490237532645193,0.8552418853376446,0.8562367864693446,0.8573560502425072,0.8577291381668947
TRIGO,BILINEAR,0.005098868299962691,0.011565725656012934,0.027359781121751026,0.07101106827509017,0.19860713841561994,0.3544335281681383,0.4985698296231812,0.6078845914687228,0.6975500559631886,0.745180947643328,0.7833602785723168,0.8076109936575053,0.8239024996890933,0.8347220494963313,0.8446710608133317,0.8493968411889069,0.8518840940181569,0.852630269866932,0.8568585996766571,0.8557393359034946
TRIGO,NEAREST,0.005845044148737719,0.00746175848775028,0.012933714712100485,0.019649297351075738,0.04203457281432658,0.1012311901504788,0.22236040293495835,0.3575425942047009,0.49483895037930603,0.6169630642954856,0.6965551548314887,0.7356050242507151,0.7701778385772914,0.7873398830991171,0.8093520706379803,0.8210421589354557,0.8343489615719438,0.8393234672304439,0.8507648302449944,0.8525059072254695
TRIGO,BICUBIC,0.005969406790200224,0.012684989429175475,0.03183683621440119,0.09911702524561622,0.25966919537370975,0.40927745305310287,0.5442109190399204,0.6352443725904738,0.7124735729386892,0.7512747170749907,0.7847282676284044,0.8047506529038677,0.8212908842183808,0.8316129834597686,0.8421838079840815,0.8469095883596568,0.8527546325083945,0.852381544584007,0.8559880611864196,0.855117522696182
BILINEAR,TRIGO,0.006839945280437756,0.012311901504787962,0.019649297351075738,0.042283298097251586,0.1093147618455416,0.2509638104713344,0.386146001741077,0.5286655888571073,0.6210670314637483,0.7011565725656013,0.748165651038428,0.7832359159308544,0.8067404551672678,0.8258923019524935,0.8382042034572814,0.8472826762840443,0.851386643452307,0.8542469842059446,0.8556149732620321,0.8546200721303321
BILINEAR,BILINEAR,0.00559631886581271,0.014799154334038054,0.025743066782738466,0.061435144882477304,0.16229324710856857,0.3174978236537744,0.4794179828379555,0.6097500310906604,0.706504166148489,0.7663225966919537,0.801641586867305,0.8214152468598434,0.8308668076109936,0.841810720059694,0.8446710608133317,0.8492724785474444,0.8482775774157443,0.8506404676035318,0.852630269866932,0.8532520830742445
BILINEAR,NEAREST,0.006466857356050243,0.008705384902375327,0.01442606640965054,0.0240019898022634,0.04178584753140157,0.09302325581395349,0.2105459519960204,0.35070264892426317,0.47357293868921774,0.5856236786469344,0.6732993408780003,0.7292625295361274,0.7663225966919537,0.7857231687601045,0.8063673672428803,0.8188036313891307,0.8336027857231688,0.840318368362144,0.8472826762840443,0.8517597313766945
BILINEAR,BICUBIC,0.0067155826389752515,0.015172242258425568,0.028976495460763585,0.06852381544584008,0.19039920407909464,0.347717945529163,0.49682875264270615,0.6188285039174232,0.7066285287899515,0.761969904240766,0.8012684989429175,0.8236537744061684,0.8333540604402437,0.8419350827011566,0.8492724785474444,0.8518840940181569,0.852878995149857,0.8532520830742445,0.8561124238278821,0.8544957094888695
NEAREST,TRIGO,0.005720681507275215,0.011317000373087924,0.019898022634000746,0.0374331550802139,0.08469095883596568,0.20407909463997015,0.32744683497077476,0.45554035567715456,0.5501803258301207,0.6449446586245492,0.7024001989802263,0.7368486506653401,0.760477552543216,0.7872155204576545,0.8053724661111802,0.8235294117647058,0.8343489615719438,0.8439248849645566,0.852381544584007,0.8549931600547196
NEAREST,BILINEAR,0.005223230941425196,0.015545330182813084,0.02487252829250093,0.055590100733739586,0.14264394975749284,0.27285163536873525,0.43502051983584133,0.5566471831861709,0.6604899888073623,0.7404551672677527,0.7829871906479293,0.79890560875513,0.8173112796915807,0.8288770053475936,0.8380798408158189,0.8431787091157816,0.8469095883596568,0.8482775774157443,0.8522571819425444,0.8556149732620321
NEAREST,NEAREST,0.006218132073125233,0.008456659619450317,0.014550429051113046,0.023255813953488372,0.03643825394851387,0.0853127720432782,0.18729013804253203,0.31538365874891183,0.440119388135804,0.5943290635493098,0.7086183310533516,0.7209302325581395,0.7699291132943664,0.774033080462629,0.7995274219624425,0.8180574555403557,0.8353438627036438,0.8457903245864942,0.8539982589230195,0.8587240392985948
NEAREST,BICUBIC,0.0053475935828877,0.014177341126725532,0.026862330555901006,0.06466857356050243,0.16179579654271856,0.2963561746051486,0.440368113418729,0.5506777763959706,0.6506653401318244,0.7285163536873523,0.773784355179704,0.7920656634746922,0.8099738838452929,0.8246486755378685,0.8348464121377938,0.842556895908469,0.8516353687352319,0.8527546325083945,0.8562367864693446,0.8553662479791071
BICUBIC,TRIGO,0.0065912199975127475,0.012436264146250466,0.018778758860838206,0.03817933092898893,0.09153090411640344,0.21477428180574556,0.3447332421340629,0.4794179828379555,0.5817684367615968,0.6701902748414377,0.7292625295361274,0.7711727397089915,0.7976619823405049,0.8239024996890933,0.8360900385524188,0.8449197860962567,0.853625170998632,0.855117522696182,0.8559880611864196,0.8562367864693446
BICUBIC,BILINEAR,0.005471956224350205,0.015296604899888074,0.02499689093396344,0.05733117771421465,0.14761845541599303,0.2936201964929735,0.45156075115035443,0.5928367118517597,0.6970526053973386,0.7627160800895411,0.8028852132819301,0.827260291008581,0.8355925879865689,0.8472826762840443,0.8505161049620694,0.852381544584007,0.854371346847407,0.854371346847407,0.8553662479791071,0.8559880611864196
BICUBIC,NEAREST,0.0065912199975127475,0.008456659619450317,0.015172242258425568,0.023131451312025868,0.038552418853376444,0.08854620072130331,0.20333291879119514,0.35057828628280063,0.49471458773784355,0.6282800646685736,0.7196866061435145,0.7632135306553911,0.7879616963064295,0.8048750155453301,0.8227832359159308,0.8321104340256187,0.8414376321353065,0.8457903245864942,0.852381544584007,0.8557393359034946
BICUBIC,BICUBIC,0.006093769431662729,0.015669692824275588,0.027608506404676034,0.0637980350702649,0.16826265389876882,0.3117771421464992,0.46039049869419224,0.5876134809103345,0.6842432533267007,0.7496580027359782,0.7955478174356423,0.8189279940305932,0.8333540604402437,0.8434274343987066,0.8493968411889069,0.8516353687352319,0.853376445715707,0.8556149732620321,0.8559880611864196,0.8578535008083572
